fecha;pagina;barrio;precio_raw;moneda;m2;ambientes;precio_m2;url;texto
2025-11-20;1;Flores, Capital Federal;$ 700.000;ARS;48.0;2;14583.0;https://imgar.zonapropcdn.com/empresas/1/00/30/37/69/25/130x70/logo_dost-propiedades_1731801485472.jpg;"$ 700.000 Aranguren 2000 Flores, Capital Federal 48 m² tot. 2 amb. 1 dorm. 1 baño Alquiler!! Solo contacto por whatsapp! aranguren 2040 - 2 ambientes - A estrenar. Ubicado en el barrio de Flores, sobre la calle Aranguren, a 50 metros de Av. Boyaca, a 100 metros de Av. Avellaneda y a 500 metros de la estación &quot;Carabobo&quot; del Subte “A”. Cómodos accesos y Medios de Transporte. Cercanía espacios verdes, Bares, Restaurantes, Comercios y colegios. Se ingresa a un amplio living comedor con salida al balcón. Cocina integrada. Horno y anafe de 4 hornallas eléctricos. Alacena y Bajo mesada de mdf de excelente calidad, mesada de Granito, bacha de acero inoxidable, grifería de primera marca. Baño Completo con pisos de porcelanato. Dormitorio con Placard empotrado con frente colgante. Preinstalación para equipos de Aire Acondicionado Split (Un equipo instalado de Regalo). Agua caliente central a Gas. El edificio cuenta con los siguientes amenities: S. U. M, Pileta y Laundry. requisitos: - Demostrar ingresos donde el valor del alquiler no supere el 30% de los mismos;- Dejar el valor de un mes de depósito (o su equivalente en usd) ;- Pagar un mes de alquiler adelantado;- Contar con garantia de propiedad de familiar directo;- Contratar seguro contra incendio y responsabilidad civil a favor del propietario;- Contrato a 2 años con ajustes trimestrales por ipc;no dejes de hacer el tour virtual de esta unidad Y no te pierdas el video completo. Ademas podes ver el plano de la unidad en la ultima foto. Ante cualquier duda o consulta por esta unidad, no dejes de contactarnos por teléfono, WhatsApp o mail. Estamos para atenderte. aviso legal: Se hace saber que las características descriptas del inmueble publicado, calidades y cualidades constructivas y funcionales, valores de expensas, impuestos y servicios, y medidas y superficies, son aproximados y consignadas en base a datos que fueron proporcionados por el propietario y que pueden no ser exactos y/o no estar actualizados a la hora de la visualización de este aviso, pudiendo surgir discordancias con los datos que surgen de la documentación respectiva. Las medidas y superficies exactas son las que surgen de los títulos y planos legales del inmueble. Las imágenes publicadas lo son al mero efecto orientativo de las características generales y circunstancias del inmueble en el momento en que han sido tomadas, pudiendo las mismas diferir del estado y circunstancias actuales del mismo. Asimismo, los mobiliarios, accesorios, elementos, etc, que se visualicen en las imagines publicadas, no integran la oferta de venta. En todos los casos el interesado deberá realizar una visita al inmueble y efectuar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo la documentación que corresponda. El precio del Inmueble puede ser modificado sin previo aviso. La publicación de este inmueble es a solo título informativo, pues la venta de la propiedad está supeditada a que el propietario cumplimente el trámite ante la afip para la obtención del N° de coti correspondiente, para dar cumplimiento a la resolución general N°2371 de afip. En cumplimiento de la ley 2. 340 cucicba, la Ley 10. 973 de la Provincia de Buenos Aires, la Ley Nacional 25. 028 de lealtad comercial, la Ley 24. 240 de defensa al consumidor, las normas del código civil y comercial de la Nación y Constitucionales, los agentes no ejercen corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados, cuyos datos se exhiben debajo del nombre de la Inmobiliaria. E. Damián Ostrovsky - Matrícula cucicba N° 9361 Super destacado WhatsApp Contactar"
2025-11-20;1;Flores, Capital Federal;$ 600.000;ARS;48.0;2;12500.0;https://imgar.zonapropcdn.com/empresas/1/00/17/18/87/43/130x70/logo_irujo-bienes-raices_1740591187194.jpg;"$ 600.000 $ 128.500 Expensas Avenida Juan Bautista Alberdi al 2500 Flores, Capital Federal 48 m² tot. 2 amb. 1 dorm. 1 baño – 2 ambientes – balcón corrido – impecable estadofuncional, amplio y súper luminoso. Ideal para vivienda o estudio profesional. °Living-comedor con cocina integrada y salida a balcón corrido. ° Cocina con mesada de granito, muebles bajo mesada y alacena. Espacio tipo “L” para heladera. Cocina y horno eléctricos marca Domec, en acero inoxidable. Termotanque eléctrico. ° Dormitorio con placard de piso a techo con puertas corredizas, cajonera, perchero y valijero. Ventana con persiana y salida al balcón. ° Baño completo con bañera y accesorios. Laundry en el edificio Baulera sum con parrilla en la terraza* Contrato a 2 Años. * Justificación de Ingresos* Garantía de Capital Federal o Seguro de Caución finaer. * Posee accesibilidad con movilidad reducida. &quot;Las imágenes y medidas son aproximadas y solo a titulo informativo, las reales resultaran del plano y la documentación correspondientes&quot;. -Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos que sean personas físicas. Para los casos de vivienda el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4, 15%) del valor total del contrato. IapVer datos Super destacado WhatsApp Contactar"
2025-11-20;1;Flores, Capital Federal;$ 650.000;ARS;53.0;2;12264.0;https://imgar.zonapropcdn.com/empresas/1/00/17/18/87/43/130x70/logo_irujo-bienes-raices_1740591187194.jpg;"$ 650.000 $ 143.000 Expensas Avenida Juan Bautista Alberdi al 2500 Flores, Capital Federal 53 m² tot. 2 amb. 1 dorm. 1 baño – 2 ambientes – balcón corrido – impecable estadofuncional, amplio y súper luminoso. Ideal para vivienda o estudio profesional. °Living-comedor con cocina integrada y salida a balcón corrido. ° Cocina con mesada de granito, muebles bajo mesada y alacena. Espacio tipo “L” para heladera. Cocina y horno eléctricos marca Domec, en acero inoxidable. Termotanque eléctrico. ° Dormitorio con placard de piso a techo con puertas corredizas, cajonera, perchero y valijero. Ventana con persiana y salida al balcón. ° Baño completo con bañera y accesorios.? Laundry en el edificio? Baulera? Sum con parrilla en la terraza* Contrato a 2 Años. * Justificación de Ingresos* Garantía de Capital Federal o Seguro de Caución finaer. * Posee accesibilidad con movilidad reducida. &quot;Las imágenes y medidas son aproximadas y solo a titulo informativo, las reales resultaran del plano y la documentación correspondientes&quot;. -Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos que sean personas físicas. Para los casos de vivienda el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4, 15%) del valor total del Super destacado WhatsApp Contactar"
2025-11-20;1;Villa del Parque, Capital Federal;$ 500.000;ARS;40.0;2;12500.0;https://imgar.zonapropcdn.com/empresas/1/00/17/05/35/34/130x70/45d35d4a-4f59-477a-9eb7-4ef396fd7406.jpg;"$ 500.000 $ 120.000 Expensas Condarco al 3000 Villa del Parque, Capital Federal 40 m² tot. 2 amb. 1 dorm. 1 baño Excelente 2 ambientes con balcón – todo luz Y sol – lavadero independienteluminoso departamento lateral con excelente distribución Y orientación, que garantiza luz natural Y ventilación en todos los ambientes. living comedor con salida al balcón, ideal para disfrutar del sol Y el aire libre. cocina con muebles completos Y lavadero independiente, aportando practicidad Y comodidad. dormitorio con placard empotrado Y muy buena luz natural. baño completo. se entrega completamente pintado Y refaccionadodetalles destacados: todos los ambientes son amplios, luminosos Y bien ventilados. balcón con vista abierta. ubicado en una zona inmejorable, A solo 2 cuadras de av. Nazca, 3 cuadras de av. San martín Y A pocos metros del centro comercial de cuenca Y la estación villa del parque. Cercano A medios de transporte, comercios Y servicios. (expensas incluyen aysa) condiciones: contrato A 2 añosajuste trimestral X ipcseguro de caución (excluyente) deposito en dolares acepta mascotabienvende amelia claro maria fernanda fernandez claro cucicba 3235* Toda la información y medidas provistas son aproximadas y deberán ratificarse con la documentación pertinente y no compromete contractualmente a nuestra empresa. Los gastos expresados (expensas, abl, Aysa, entre otros) se refieren a la última información recabada y podrán ser revisados y confirmados a solicitud del interesado ante cualquier negociación ** &quot;Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4, 15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes”. (Ley 5859) ** No Accesible personas con movilidad reducida (ley 5115) * Super destacado WhatsApp Contactar"
2025-11-20;1;La Paternal, Capital Federal;$ 750.000;ARS;49.0;2;15306.0;https://imgar.zonapropcdn.com/empresas/1/00/17/63/91/96/130x70/logo_gruman-propiedades_1729866440978.jpg;"$ 750.000 $ 120.000 Expensas Av. San Martin 3420 - Caba. La Paternal, Capital Federal 49 m² tot. 2 amb. 1 dorm. 1 baño 2 Ambientes Estrenar. Inmejorable ubicación (Sobre Av. Av. San Martín, Metrobus, Centro Comercial, etc.) 7° Piso al frente con balcón. Dormitorio en Suite con vestidor. Toilette. Superluminoso. Instalación para lavarropas. Los requisitos son: Ingresos demostrables y garante con propiedad (Si es del Interior de familiar directo) comunicarse por whatsapp al Ver datos. Corredor Inmobiliario: Roberto Daniel Gruman - Matrícula cucicba. Nº6097. ""Accesible"" de acuerdo a la Ley 5115. ley 5859 – Art. 5. Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4, 15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas. **Las descripciones, medidas, superficies y proporciones consignadas en esta ficha son aproximadas, solamente se indican de manera orientativa. Los importes de expensas, tasas e impuestos deben ser confirmados ya que dependen de la fecha en la que se obtuvo la información Super destacado Contactar"
2025-11-20;1;Floresta, Capital Federal;$ 450.000;ARS;52.0;2;8654.0;https://imgar.zonapropcdn.com/empresas/1/00/17/20/67/20/130x70/logo_loria-inmobiliaria_1670270664974.jpg;$ 450.000 $ 350.000 Expensas DE LAS CARRERAS, SGO. 27. Entre Rivadavia y Falcon, ramon l., cor. Floresta, Capital Federal 52 m² tot. 2 amb. 1 dorm. 1 baño 1 coch. Alquiler de Departamento 2 ambientes en Floresta. 2 ambientes en alquiler - frente con balcón - cocina separada - con cochera fija y cubierta - baño completo - luminoso. - Nota: debido al proceso inflacionario, se recomienda consultar últimos valores de expensas actualizados. -Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4, 15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes- matricula cpi Ver datos. Caba. -xintel(lor-lor-1974) [apto garantia finaer] Super destacado WhatsApp Contactar
2025-11-20;1;Flores, Capital Federal;$ 700.000;ARS;50.0;2;14000.0;https://imgar.zonapropcdn.com/empresas/1/00/17/06/13/74/130x70/logo_cuno-propiedades_1588283421534.jpg;$ 700.000 $ 188.000 Expensas Cuenca 1089 Flores, Capital Federal 50 m² tot. 2 amb. 1 dorm. 1 baño * cuenca entre av. Juan B. Justo Y luis viale*Excelente ubicación a pasos de la Av. Juan b justo con fácil acceso a múltiples líneas de colectivos y al metrobús. abl -luz- agua incluida en el precio de expensas Excelente dos ambientes a estrenar cuenta con: - Cocina moderna e integrada con amplio espacio de guardado, anafe vitroceramico y horno eléctrico- Conexión para lavarropas bajo mesada- Amplio living comedor con salida a balcón con vista al frente- Gran habitación con placard integrado y salida a balcón- Baño moderno con artefactos de gran calidad- dvh Doble vidrio en los ventanales (acústica y temperatura) en ambos ambientes- Preinstalación para A/A en ambos ambientesterminaciones Y diseño de categoría! cuenta con terraza Y parrilla!! disponible!! Super destacado WhatsApp Contactar
2025-11-20;1;Flores, Capital Federal;$ 550.000;ARS;41.0;2;13415.0;https://imgar.zonapropcdn.com/empresas/1/00/30/04/09/91/130x70/logo_sacca-real-estate_1746408734127.jpg;$ 550.000 $ 250.000 Expensas Juan Bautista Alberdi al 2900 y Av. San Pedrito Flores, Capital Federal 41 m² tot. 2 amb. 1 dorm. 1 baño Hermoso departamento de 2 ambientes con amenities en flores, 6 años de antigüedad, al frente con orientación norte, con una superficie total de 41, 60 m² y ambientes amplios y luminosos. Características principales: Amplio living comedor con salida al balcón de 4 metros, pisos de porcelanato. cocina integrada al living, con anafe de 4 hornallas y horno a gas, y mucho espacio de guardado en alacenas y bajo mesadas. baño completo con bañera, grifería y artefactos de calidad, ventilación natural con ventana. dormitorio con placard con puertas espejadas y estufa de tiro balanceado. Agua caliente central. Conexión para lavarropas en el balcón. Edificio y amenities: parrilla, solarium, ducha Y deck en el último piso. consultar por otras unidades disponibles. ubicación estratégica: Situado en una zona de fácil acceso a transporte público y comercios del barrio Flores. colectivos: 1, 2, 5, 8, 25, 36, 49, 53, 55, 63, 76, 85, 86, 88, 92, 96, 104, 113, 126, 132, 133, 136, 141, 163, 180subte (Metro): san pedrito (Línea A) sacca real estatesebastián saccacucicba 7765cmcpsi 6684 Super destacado Contactar
2025-11-20;1;Villa Luro, Capital Federal;$ 695.000;ARS;45.0;2;15444.0;https://imgar.zonapropcdn.com/empresas/1/00/30/37/80/62/130x70/logo_golden-haus-real-estate_1736864212609.jpg;$ 695.000 $ 80.000 Expensas Tuyu 45 Villa Luro, Capital Federal 45 m² tot. 2 amb. 1 dorm. 1 baño Bajas expensas Y el precio de alquiler no incluye cochera. Se alquila hermoso departamento de dos ambientes en la zona de Villa Luro, Capital Federal. El inmueble cuenta con una habitacion, 1 living-comedor, un baño y una cochera. Su superficie total de 50. 00 metros cuadrados. Precio de alquiler con cochera $ 769, 000. Expensas: $ 80, 000. Paga por separado Expensas, luz, gas, y abl. Ademas incluye cochera ideal para la seguridad de tu auto. Tiene una ubicacion excelente a metros de la Avenida Rivadavia con acceso a todas las lineas de colectivo con direccion al centro de la capital o tambien hacia provincia. Ademas tiene acceso a todos los comercios y gimnasios de la zona. El departamento cuenta con espacios grandes y comodos. Tiene instalacion para lavarropa, y cuenta con termotanque para el agua caliente. Tiene la cocina separada lo que te permite tener mas intimidad a la hora de cocinar. Y cuenta con la vista de unos atardeceres hermosos a traves de la vista del balcon. Ademas el edificio cuenta con Rampa para discapacitados y un acceso amplio y comodo, al igual que sus escaleras de emergencia. Corredor Responsable: Esteban Paz cucicba Mat. N°9214 Golden Haus Real Estate S. R. lesteban Paz mgr Mat. N°334Martín Naidich mgr Mat. N°337aviso legal: Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de las facturas, títulos y planos legales del inmueble. En cumplimiento de la leyes provinciales vigentes que regulan el corretaje inmobiliario, Ley Nacional 25. 028, Ley 22. 802 de Lealtad Comercial, Ley 24. 240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores no ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados, cuyos datos se exhiben debajo del nombre de la inmobiliaria. Super destacado WhatsApp Contactar
2025-11-20;1;Floresta, Capital Federal;$ 650.000;ARS;45.0;2;14444.0;https://imgar.zonapropcdn.com/empresas/1/00/17/10/53/61/130x70/logo_ruffa_1684522495915.jpg;$ 650.000 $ 60.000 Expensas Fernández 324 Floresta, Capital Federal 45 m² tot. 2 amb. 1 dorm. 1 baño Fernández Nº324 a Estrenar sin portería con servicio de Limpieza Diario y vigilancia Prosegur Monitoreo Súper Luminosos categoría apto Profesional Ubicado a metros de la Av. Juan Bautista Alberdi, 3 cuadras de la Av. Rivadavia, 1 cuadra de la Av. Lacará y1 cuadra de la Av. Olivera Cuidad Autónoma de Buenos Aires. Si quieres programar una entrevista al Whast App Ver datos o Nuestro local se encuentra en la Av. Directorio Nº3199 ubicado en el Barrio de Flores Cuidad Autónoma de Buenos Aires Super destacado WhatsApp Contactar
